symbol,date,open,high,low,close,volume,rsi,macd,signal,ema,bb_upper,bb_lower,pattern,signal_label
EURUSD,2025-02-03T00:00:00.000Z,1.024715,1.03509,1.02109,1.032815,1000,54.86117080718644,-0.00020210407905496552,0.0006881139164301907,1.0368211210539637,1.0517599379680311,1.0202005620319692,Bullish Engulfing,NEUTRAL
EURUSD,2025-02-04T00:00:00.000Z,1.0328,1.038775,1.027225,1.037165,1000,57.385164745982735,-0.0001486738878764271,0.0005207563555688671,1.0368538714297766,1.0514176609857817,1.0218283390142184,False,NEUTRAL
EURUSD,2025-02-05T00:00:00.000Z,1.03718,1.044295,1.036985,1.03987,1000,47.77722526106415,0.00011066513812241219,0.0004387381120795762,1.037141121769798,1.0513383551995112,1.0232551448004885,False,NEUTRAL
EURUSD,2025-02-06T00:00:00.000Z,1.039875,1.040555,1.03527,1.038525,1000,47.94411177644694,0.00020529639623401152,0.0003920497689104633,1.0372729196964838,1.051383219213,1.0240002807870001,False,NEUTRAL
EURUSD,2025-02-07T00:00:00.000Z,1.03852,1.0413,1.030525,1.03273,1000,42.75323275862069,-0.00018518106702569703,0.00027660360172323124,1.0368402606777711,1.0512124178351048,1.0244910821648956,False,SELL
EURUSD,2025-02-09T00:00:00.000Z,1.029125,1.03137,1.02863,1.030975,1000,40.63548102383054,-0.0006290003779325648,9.548280579207204e-05,1.0362816644227453,1.051158665753896,1.0246268342461038,False,SELL
EURUSD,2025-02-10T00:00:00.000Z,1.030985,1.033665,1.02986,1.03007,1000,30.492100231458195,-0.0010417476969859507,-0.0001319632947635325,1.0356900773348647,1.0508650850590306,1.0252114149409695,False,SELL
EURUSD,2025-02-11T00:00:00.000Z,1.03008,1.03817,1.02922,1.036335,1000,40.20841156590315,-0.0008534813777598682,-0.0002762669113627996,1.035751498541068,1.0504299957528547,1.0264735042471451,False,NEUTRAL
EURUSD,2025-02-12T00:00:00.000Z,1.03634,1.042995,1.031725,1.03924,1000,45.77020796085429,-0.00046451510055711687,-0.0003139165492016631,1.036083736775252,1.0501707528702557,1.0264462471297444,False,NEUTRAL
EURUSD,2025-02-13T00:00:00.000Z,1.039245,1.046955,1.03731,1.046175,1000,52.90284360189576,0.0003987435508188142,-0.00017138452919756767,1.0370448094633233,1.0509298323300535,1.0262461676699466,False,BUY
EURUSD,2025-02-14T00:00:00.000Z,1.04618,1.051425,1.044725,1.04912,1000,55.37564766839377,0.001305470487927396,0.00012398647422742507,1.0381948276096735,1.052191656748881,1.0258163432511187,False,BUY
EURUSD,2025-02-16T00:00:00.000Z,1.048775,1.04943,1.0485,1.048865,1000,57.74100962350151,0.0019806500484775835,0.0004953191890774567,1.0392110345039902,1.053239748798794,1.0254962512012062,True,BUY
EURUSD,2025-02-17T00:00:00.000Z,1.04886,1.050655,1.046715,1.048505,1000,61.317794710892095,0.002458347424424634,0.0008879248361468922,1.0400961740750387,1.0530526198194903,1.02558838018051,True,BUY
EURUSD,2025-02-18T00:00:00.000Z,1.0485,1.04865,1.043525,1.044825,1000,70.81478413914456,0.002511035141483875,0.0012125468972142889,1.0405465384488446,1.0527602224129107,1.025686777587089,False,NEUTRAL
EURUSD,2025-02-19T00:00:00.000Z,1.044805,1.046145,1.040105,1.04209,1000,60.801211133108055,0.0023055222686214627,0.0014311419714957236,1.0406935347870498,1.0525822042561452,1.025700295743855,False,BUY
EURUSD,2025-02-20T00:00:00.000Z,1.042095,1.05058,1.041875,1.05005,1000,63.84144376409921,0.002753219906480142,0.0016955575584926075,1.0415846267120927,1.0537338058810013,1.025279194118999,False,BUY
EURUSD,2025-02-21T00:00:00.000Z,1.050055,1.050505,1.044945,1.04612,1000,56.54176261251817,0.0027591001651274816,0.0019082660798195824,1.0420165670252268,1.0541668781077707,1.0252101218922294,False,BUY
EURUSD,2025-02-23T00:00:00.000Z,1.047005,1.048485,1.04622,1.047405,1000,59.30622511003983,0.002834771590960905,0.002093567182047847,1.0425297511180625,1.0549579965628926,1.0251900034371073,False,BUY
EURUSD,2025-02-24T00:00:00.000Z,1.047415,1.052845,1.045305,1.046145,1000,65.53561088592966,0.0027612404107340005,0.002227101827785078,1.04287406053539,1.055569922966147,1.0256045770338529,Bearish Engulfing,NEUTRAL
EURUSD,2025-02-25T00:00:00.000Z,1.04615,1.052305,1.045635,1.052055,1000,72.26917388548505,0.0031436163759608338,0.002410404737420229,1.0437484357224958,1.05578502447018,1.02812297552982,False,NEUTRAL
EURUSD,2025-02-26T00:00:00.000Z,1.052045,1.05289,1.047505,1.048805,1000,68.85757423251138,0.0031481147375949092,0.0025579467374551653,1.0442300132727342,1.0562035460183121,1.0293034539816877,False,BUY
EURUSD,2025-02-27T00:00:00.000Z,1.048795,1.048975,1.039,1.039395,1000,52.89663006436963,0.0023651078729196584,0.002519378964548064,1.043769535818188,1.0561560123965894,1.0295739876034105,False,SELL
EURUSD,2025-02-28T00:00:00.000Z,1.039405,1.042005,1.036005,1.037545,1000,48.36279339321935,0.0015771098123003036,0.002330925134098512,1.0431767228831226,1.056189883988422,1.0293076160115777,False,SELL
EURUSD,2025-03-02T00:00:00.000Z,1.040435,1.042115,1.03993,1.041225,1000,44.89795918367344,0.0012353209065467663,0.002111804288588163,1.0429908445133014,1.0561999185950808,1.0295675814049194,False,SELL
EURUSD,2025-03-03T00:00:00.000Z,1.041235,1.05039,1.038855,1.048565,1000,49.47547490785362,0.0015389869102264697,0.0019972408129158245,1.0435217164644155,1.0563155553379857,1.0310354446620142,False,NEUTRAL
EURUSD,2025-03-04T00:00:00.000Z,1.04856,1.063735,1.047125,1.062345,1000,60.1460183651966,0.002858622817266454,0.0021695172137859505,1.0453144101344711,1.058985645729984,1.0315023542700161,False,NEUTRAL
EURUSD,2025-03-05T00:00:00.000Z,1.06236,1.079675,1.06022,1.079435,1000,68.59668109668111,0.005223253538539696,0.0027802644787366998,1.0485639901216643,1.066707457006255,1.0287170429937451,False,NEUTRAL
EURUSD,2025-03-06T00:00:00.000Z,1.07943,1.08539,1.076605,1.078755,1000,71.16392215568874,0.006962115174425687,0.0036166346178744973,1.0514393243957916,1.0725818655217814,1.0270846344782187,True,NEUTRAL
EURUSD,2025-03-07T00:00:00.000Z,1.078745,1.088885,1.078145,1.083365,1000,75.15694520631446,0.008612880100838716,0.0046158837144673415,1.0544798649295257,1.078687036451749,1.0253919635482511,Bullish Engulfing,NEUTRAL
EURUSD,2025-03-09T00:00:00.000Z,1.08338,1.086565,1.083225,1.086025,1000,73.44106340001316,0.010020255697306357,0.005696758111035145,1.0574841635076662,1.0845163494617347,1.023547650538265,False,NEUTRAL
EURUSD,2025-03-10T00:00:00.000Z,1.08603,1.08748,1.080525,1.083955,1000,75.26544240400679,0.010843581242148126,0.006726122737257741,1.060005195554555,1.0889391671302118,1.0226083328697881,False,NEUTRAL
EURUSD,2025-03-11T00:00:00.000Z,1.08396,1.094735,1.083575,1.091405,1000,77.14708785784808,0.011959365287341539,0.007772771247274502,1.062995653120788,1.0944811900242575,1.0213203099757424,False,NEUTRAL
EURUSD,2025-03-12T00:00:00.000Z,1.09141,1.093215,1.08758,1.08857,1000,75.6763299642922,0.012471112157081743,0.008712439429235951,1.0654313052045226,1.0986424573776483,1.0211655426223516,False,NEUTRAL
EURUSD,2025-03-13T00:00:00.000Z,1.08858,1.089725,1.082265,1.085495,1000,70.95763349210338,0.012484633355230645,0.009466878214434891,1.0673421332802824,1.1016018654868391,1.0222731345131608,False,NEUTRAL
EURUSD,2025-03-14T00:00:00.000Z,1.08549,1.091285,1.08308,1.087895,1000,74.76244773850253,0.012544404854005542,0.010082383542349022,1.0692995491583508,1.1043537558047392,1.0241017441952607,False,NEUTRAL
EURUSD,2025-03-16T00:00:00.000Z,1.0881,1.088545,1.087485,1.087975,1000,84.89942528735627,0.012454659961547154,0.01055683882618865,1.0710781635242221,1.107006284491733,1.0252417155082667,False,NEUTRAL
EURUSD,2025-03-17T00:00:00.000Z,1.08798,1.093,1.086875,1.091825,1000,87.90502793296103,0.012549536071882583,0.010955378275327436,1.0730540527123915,1.109691078967411,1.027127421032589,False,NEUTRAL
EURUSD,2025-03-18T00:00:00.000Z,1.091835,1.095475,1.08927,1.09387,1000,87.62238261988146,0.012643988453804988,0.011293100311022947,1.07503652388264,1.1122663064586813,1.0291986935413189,False,NEUTRAL
EURUSD,2025-03-19T00:00:00.000Z,1.093875,1.094515,1.086065,1.091185,1000,82.62900015311622,0.012359710537033886,0.011506422356225135,1.0765744739890553,1.1137827214395604,1.0321862785604397,Bearish Engulfing,NEUTRAL
EURUSD,2025-03-20T00:00:00.000Z,1.09118,1.091735,1.08148,1.085345,1000,70.04531985358211,0.011530265325466527,0.011511190950073413,1.0774097621805738,1.1145585752393996,1.0347394247606003,False,NEUTRAL
EURUSD,2025-03-21T00:00:00.000Z,1.085355,1.086145,1.079635,1.081575,1000,52.42905788876282,0.010448275312694877,0.011298607822597706,1.0778064514967096,1.1143789161486592,1.0381960838513404,False,NEUTRAL
EURUSD,2025-03-23T00:00:00.000Z,1.0815,1.083705,1.08146,1.083615,1000,55.35124421933508,0.00964422871792836,0.010967732001663837,1.0783596465922611,1.1124858233488735,1.0445111766511266,False,NEUTRAL
EURUSD,2025-03-24T00:00:00.000Z,1.08362,1.085825,1.078175,1.080255,1000,46.47871376811599,0.00863633775373307,0.010501453152077685,1.0785401564406172,1.1086249576752703,1.05264304232473,Bearish Engulfing,NEUTRAL
EURUSD,2025-03-25T00:00:00.000Z,1.080265,1.083025,1.0777,1.0789,1000,41.68708435421758,0.007640168619349685,0.009929196245532085,1.0785744272557964,1.103546864272957,1.0614886357270428,False,NEUTRAL
EURUSD,2025-03-26T00:00:00.000Z,1.078905,1.08028,1.073315,1.074125,1000,39.21202809481992,0.00639171509674874,0.009221700015775417,1.078150672279054,1.0982000305315431,1.0693914694684568,False,SELL
EURUSD,2025-03-27T00:00:00.000Z,1.07412,1.082125,1.074095,1.080095,1000,37.17105263157894,0.005816981253152775,0.00854075626325089,1.0783358463477155,1.0951799002300708,1.074186599769929,Bullish Engulfing,NEUTRAL
EURUSD,2025-03-28T00:00:00.000Z,1.080085,1.084475,1.07646,1.08304,1000,43.742928264313115,0.005535329595028671,0.007939670929606447,1.0787838609812663,1.0951013015218023,1.0746256984781977,False,NEUTRAL
EURUSD,2025-03-30T00:00:00.000Z,1.0825,1.08295,1.080545,1.082365,1000,46.255084948552174,0.005197735508520873,0.0073912838453893326,1.0791249218401933,1.0949502646845226,1.0751377353154776,True,NEUTRAL
EURUSD,2025-03-31T00:00:00.000Z,1.082375,1.084955,1.07842,1.081775,1000,42.34617308654309,0.00482693973694337,0.0068784150237001405,1.0793773102363653,1.0949526803305512,1.074976319669449,True,NEUTRAL
EURUSD,2025-04-01T00:00:00.000Z,1.081785,1.083005,1.077845,1.07944,1000,39.89582100153906,0.004295154562779402,0.006361762931515993,1.0793832806900447,1.0949063655930666,1.0743641344069335,False,NEUTRAL
EURUSD,2025-04-02T00:00:00.000Z,1.079445,1.092485,1.078035,1.090455,1000,48.61336032388654,0.0047082555851547525,0.006031061462243746,1.0804377301481358,1.0955472268434636,1.0743732731565367,False,NEUTRAL
EURUSD,2025-04-03T00:00:00.000Z,1.09045,1.114695,1.087985,1.104535,1000,58.679905591275435,0.006101445781202086,0.006045138326035414,1.0827327082292657,1.0991146294728276,1.0721188705271725,False,NEUTRAL
EURUSD,2025-04-04T00:00:00.000Z,1.104525,1.11078,1.092475,1.096345,1000,53.854197789064685,0.0064701110825931,0.006130132877346952,1.0840291169693357,1.1002866373201756,1.0717243626798243,False,BUY
EURUSD,2025-04-06T00:00:00.000Z,1.089295,1.100155,1.08799,1.098345,1000,60.30110935023758,0.006844762118354053,0.006273058725548373,1.0853925344008275,1.1019520291908211,1.071343970809179,False,BUY
EURUSD,2025-04-07T00:00:00.000Z,1.09835,1.105025,1.09013,1.09149,1000,57.490367908136356,0.0065134515381855,0.006321137288075799,1.0859732454102724,1.1022772056112515,1.0713782943887487,False,BUY
EURUSD,2025-04-08T00:00:00.000Z,1.091485,1.0992,1.088835,1.097765,1000,60.04686168702079,0.006680220154427374,0.006392953861346114,1.087096269656913,1.1035216809973287,1.0711128190026715,False,BUY
EURUSD,2025-04-09T00:00:00.000Z,1.097755,1.109545,1.09134,1.095095,1000,60.64104402696106,0.00652176000869753,0.006418715090816398,1.0878580534991118,1.1039406595971755,1.0710208404028247,False,BUY
EURUSD,2025-04-10T00:00:00.000Z,1.09509,1.12626,1.095035,1.126155,1000,73.76175390958912,0.008801009068211796,0.006895173886295478,1.0915053817372915,1.1128909306560868,1.065299069343913,Bullish Engulfing,NEUTRAL
EURUSD,2025-04-11T00:00:00.000Z,1.126835,1.147425,1.124655,1.13601,1000,79.60579821078302,0.011272602957367317,0.007770659700509846,1.0957439168099303,1.123078153547035,1.0595943464529647,False,NEUTRAL
EURUSD,2025-04-13T00:00:00.000Z,1.131975,1.135525,1.131645,1.134235,1000,76.98365231259967,0.012938978762747189,0.008804323512957315,1.0994097342566036,1.1306896026358455,1.0568718973641547,False,NEUTRAL
EURUSD,2025-04-14T00:00:00.000Z,1.134255,1.14248,1.129605,1.133635,1000,75.82036233733082,0.014049227855135848,0.009853304381393022,1.1026692833750222,1.1368406663789647,1.0559268336210352,True,NEUTRAL
EURUSD,2025-04-15T00:00:00.000Z,1.13364,1.1379,1.12642,1.129385,1000,73.15115706548495,0.01441994463287477,0.010766632431689372,1.1052136373393058,1.141212427352831,1.0561320726471688,False,NEUTRAL
EURUSD,2025-04-16T00:00:00.000Z,1.129375,1.141285,1.129295,1.139575,1000,76.00089968511023,0.015358939890272927,0.011685093923406085,1.1084861480688957,1.1469530866867534,1.0563234133132464,Bullish Engulfing,BUY
EURUSD,2025-04-17T00:00:00.000Z,1.139585,1.139695,1.133555,1.13727,1000,76.02141828653707,0.015735714637347797,0.012495218066194427,1.1112274673004294,1.1512044876080247,1.0579090123919752,False,NEUTRAL
EURUSD,2025-04-18T00:00:00.000Z,1.13728,1.139765,1.136005,1.139355,1000,73.9260201585282,0.016017908930499702,0.013199756239055484,1.1139062799384836,1.1546283555525603,1.0610081444474393,False,NEUTRAL
EURUSD,2025-04-20T00:00:00.000Z,1.139765,1.14585,1.139375,1.144915,1000,71.55439308209667,0.016499993816239567,0.0138598037544923,1.1168594913729137,1.1587548683880737,1.063363631611926,False,NEUTRAL
EURUSD,2025-04-21T00:00:00.000Z,1.14492,1.157345,1.14492,1.151425,1000,79.93803674312433,0.017208977771548728,0.014529638557903585,1.1201514445754932,1.163502945148364,1.0654540548516358,False,NEUTRAL
EURUSD,2025-04-22T00:00:00.000Z,1.151435,1.154745,1.130785,1.135075,1000,67.27007711115303,0.016264062320334727,0.014876523310389814,1.1215727355683034,1.1645096555415178,1.0697183444584821,Bearish Engulfing,NEUTRAL
EURUSD,2025-04-23T00:00:00.000Z,1.13508,1.144,1.131055,1.132955,1000,70.40499975394906,0.015169281698211412,0.014935074987954135,1.1226567607522746,1.164491409093629,1.074854590906371,False,NEUTRAL
EURUSD,2025-04-24T00:00:00.000Z,1.132965,1.139815,1.13217,1.137275,1000,69.82438534872048,0.014483293670072728,0.014844718724377854,1.1240489740139628,1.1637706981494407,1.0813588018505593,False,NEUTRAL
EURUSD,2025-04-25T00:00:00.000Z,1.137265,1.13889,1.131575,1.136385,1000,71.09430877694905,0.013709789731558786,0.014617732925814041,1.1252238336316807,1.163576549012551,1.086145950987449,False,NEUTRAL
EURUSD,2025-04-27T00:00:00.000Z,1.136405,1.136515,1.133995,1.134515,1000,56.08619685497957,0.012798357418118078,0.01425385782427485,1.1261087066191398,1.1640703679323707,1.088650132067629,False,NEUTRAL
EURUSD,2025-04-28T00:00:00.000Z,1.13452,1.142505,1.13296,1.14078,1000,53.66415732063293,0.012438194125044877,0.013890725084428856,1.1275059726554122,1.1640133040893688,1.0931506959106312,False,NEUTRAL
EURUSD,2025-04-29T00:00:00.000Z,1.140785,1.142005,1.13703,1.139055,1000,53.70541205412041,0.011876662267223503,0.013487912520987787,1.1286058800215635,1.1633060931335726,1.0979289068664275,False,NEUTRAL
EURUSD,2025-04-30T00:00:00.000Z,1.139075,1.139965,1.131725,1.13223,1000,49.01424261558979,0.010756924631982079,0.012941714943186645,1.128951034305224,1.1596602931211966,1.1056487068788032,False,NEUTRAL
EURUSD,2025-05-01T00:00:00.000Z,1.132225,1.134125,1.1266,1.129595,1000,50.1507537688441,0.009546851845032567,0.01226274232355583,1.1290123643713932,1.1557947793279786,1.1126972206720211,False,NEUTRAL
EURUSD,2025-05-02T00:00:00.000Z,1.12959,1.13811,1.12745,1.13019,1000,42.186329198235,0.008537457475256804,0.011517685353896025,1.1291245201455462,1.1474965557683117,1.124504944231688,True,NEUTRAL
EURUSD,2025-05-04T00:00:00.000Z,1.130675,1.132785,1.129535,1.132135,1000,45.69896976296163,0.007804485163036334,0.010775045315724086,1.1294112325126369,1.147000921345114,1.125598578654886,False,NEUTRAL
EURUSD,2025-05-05T00:00:00.000Z,1.132145,1.136495,1.129725,1.131235,1000,43.06101521107512,0.007069484232800516,0.010033933099139372,1.1295849246542904,1.1469998181791952,1.1251221818208048,False,NEUTRAL
EURUSD,2025-05-06T00:00:00.000Z,1.13123,1.138125,1.127995,1.134015,1000,40.22070698008264,0.00663483126201414,0.009354112731714326,1.130006836591977,1.1469969890116252,1.1251030109883744,Bullish Engulfing,NEUTRAL
EURUSD,2025-05-07T00:00:00.000Z,1.134005,1.137835,1.129175,1.130305,1000,30.04912148120161,0.0059227261565601985,0.0086678354166835,1.130035233107027,1.1470835193138749,1.1246834806861248,False,NEUTRAL
EURUSD,2025-05-08T00:00:00.000Z,1.130315,1.133645,1.121215,1.122725,1000,36.01675724637678,0.004692641231699879,0.007872796579686777,1.1293390204301672,1.147900994513842,1.1232000054861582,False,NEUTRAL
EURUSD,2025-05-09T00:00:00.000Z,1.122745,1.129315,1.119685,1.124935,1000,40.93785310734476,0.0038517183847956993,0.007068580940708563,1.1289195899130084,1.1478796167008527,1.1217573832991476,False,SELL
EURUSD,2025-05-11T00:00:00.000Z,1.12028,1.123645,1.119445,1.12281,1000,32.80228272500301,0.002979465802351644,0.00625075791303718,1.1283377242070076,1.148148447209136,1.120042552790864,False,SELL
EURUSD,2025-05-12T00:00:00.000Z,1.122815,1.124295,1.106555,1.109595,1000,25.3677822728945,0.0012079349665068406,0.005242193323731112,1.1265527028539593,1.1501777174746042,1.1150372825253962,Bearish Engulfing,NEUTRAL
EURUSD,2025-05-13T00:00:00.000Z,1.10959,1.119745,1.10953,1.118595,1000,37.05901479434238,0.000524166534246584,0.004298587965834207,1.1257948263916775,1.148922949503049,1.1136600504969512,False,SELL
EURUSD,2025-05-14T00:00:00.000Z,1.11859,1.126585,1.116465,1.118155,1000,29.684834335997138,-5.262259683203041e-05,0.0034283458533009596,1.1250672238781843,1.145445965934829,1.1138100340651707,True,NEUTRAL
EURUSD,2025-05-15T00:00:00.000Z,1.118145,1.122835,1.11704,1.11921,1000,31.96400981550491,-0.00041976368133145314,0.0026587239463744775,1.124509393032643,1.1450878029844525,1.1125816970155475,Bullish Engulfing,NEUTRAL
EURUSD,2025-05-16T00:00:00.000Z,1.119205,1.121975,1.113125,1.11638,1000,34.46687573500576,-0.0009283811842146772,0.0019413029202566467,1.1237351651247725,1.1450457432028975,1.1109662567971026,False,SELL
EURUSD,2025-05-18T00:00:00.000Z,1.11763,1.119415,1.11739,1.118895,1000,39.48919449901773,-0.0011156640575937793,0.0013299095246865616,1.1232741970176512,1.1440040158498124,1.1101699841501875,False,SELL
EURUSD,2025-05-19T00:00:00.000Z,1.118905,1.128825,1.117255,1.123255,1000,43.65681880545123,-0.0009018752654252893,0.0008835525666641914,1.123272368730256,1.142839690909836,1.1100213090901643,False,SELL
EURUSD,2025-05-20T00:00:00.000Z,1.123245,1.12904,1.121805,1.128835,1000,47.16981132075484,-0.00027897093805195894,0.0006510478657209614,1.1238021431368983,1.1421583489349432,1.1101346510650572,False,NEUTRAL
EURUSD,2025-05-21T00:00:00.000Z,1.12884,1.13629,1.12869,1.133215,1000,51.60246034315319,0.0005616403832582328,0.0006331663692284157,1.1246986056952888,1.140641501255001,1.1108949987449992,False,NEUTRAL
EURUSD,2025-05-22T00:00:00.000Z,1.13322,1.134505,1.125605,1.12822,1000,45.47230252363468,0.0008153769981507075,0.0006696084950128741,1.1250339765814519,1.1387940161982262,1.1116589838017736,Bearish Engulfing,NEUTRAL
EURUSD,2025-05-23T00:00:00.000Z,1.128215,1.137595,1.127915,1.13642,1000,54.46448127327157,0.0016590124998683287,0.000867489295983965,1.1261183597641709,1.1395761684647032,1.111295831535297,Bullish Engulfing,BUY
EURUSD,2025-05-25T00:00:00.000Z,1.13657,1.138205,1.136235,1.13749,1000,61.912061315046294,0.0023864304855458762,0.0011712775338963474,1.127201373119964,1.1408718922700913,1.1107896077299086,False,BUY
EURUSD,2025-05-26T00:00:00.000Z,1.137495,1.141885,1.136905,1.13887,1000,61.39504456619509,0.0030392345428653655,0.001544868935690151,1.1283126709180626,1.1423033394756388,1.1102261605243613,False,BUY
EURUSD,2025-05-27T00:00:00.000Z,1.138865,1.140735,1.132335,1.133695,1000,58.478074616402935,0.003103235048824038,0.0018565421583169287,1.128825273687771,1.1425161509947348,1.1101693490052653,False,BUY
EURUSD,2025-05-28T00:00:00.000Z,1.1337,1.134575,1.121045,1.123005,1000,60.87238527647142,0.002265249860628149,0.0019382836987791728,1.1282709619079834,1.1419989986304797,1.1098635013695204,False,NEUTRAL
EURUSD,2025-05-29T00:00:00.000Z,1.122985,1.138465,1.122355,1.137695,1000,64.17755344418038,0.0027547457973904343,0.0021015761185014252,1.1291684893453184,1.142650260854155,1.1095802391458454,Bullish Engulfing,BUY
